0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
142.47204772583797,-10.4,-23.88,-15.61487345658175,5.613243269269558,142.47204772583797,-8.12,-21.67,-13.665379134912458,5.697104527740384,142.47204772583797,-9.78,-22.48,-15.529130565079196,5.814370129257339,142.47204772583797,-12.46,-25.21,-18.11968867956263,5.4617030311066905,142.47204772583797,-14.79,-27.52,-20.104174195445623,5.320601469758847,-8.12
143.89676820309634,-10.52,-27.6,-15.535233240107903,5.496944605869701,143.89676820309634,-8.21,-25.46,-13.683665014382456,5.7443015241193605,143.89676820309634,-9.88,-26.3,-15.60357312278306,5.904151082077762,143.89676820309634,-12.32,-28.82,-17.92676530511941,5.4540352034067405,143.89676820309634,-14.27,-30.72,-19.534216277132558,5.443868110084961,-8.21
145.33573588512732,-10.14,-31.85,-15.534863405880909,5.682411459934945,145.33573588512732,-8.08,-29.82,-13.854516095899113,5.956038952189617,145.33573588512732,-9.96,-30.25,-16.11922757240902,5.9567440770944655,145.33573588512732,-11.86,-32.2,-17.886825117504753,5.579292069788067,145.33573588512732,-13.82,-34.08,-19.4563727218273,5.4979359763460325,-8.08
146.78909324397858,-10.32,-32.05,-15.48464169171054,5.509637011636974,146.78909324397858,-8.29,-29.52,-13.991671316242654,5.941514958325023,146.78909324397858,-10.19,-29.66,-16.18666388252951,5.869062957576787,146.78909324397858,-11.88,-31.35,-17.744825224775145,5.4283514993043696,146.78909324397858,-13.59,-32.99,-19.04385357023013,5.436809726300894,-8.29
148.25698417641837,-10.41,-29.66,-15.221428323266132,5.452348118013009,148.25698417641837,-8.53,-27.32,-14.073359082317603,5.939511764446638,148.25698417641837,-10.38,-28.26,-16.24237890319701,5.852213256538078,148.25698417641837,-11.67,-29.59,-17.437945979327136,5.444391609720961,148.25698417641837,-13.33,-31.2,-18.667898288936225,5.444051799900511,-8.53
149.73955401818256,-10.18,-28.57,-15.19707504358434,5.625886596795211,149.73955401818256,-8.77,-26.78,-14.547945799227149,5.96832472306928,149.73955401818256,-10.43,-28.62,-16.60951626632692,5.958615611029125,149.73955401818256,-11.3,-29.56,-17.39323623406391,5.600928494455181,149.73955401818256,-12.96,-31.18,-18.614113582878584,5.569533194083683,-8.77
151.23694955836442,-10.19,-29.44,-15.225855109191071,5.706014370819617,151.23694955836442,-9.14,-28.14,-15.191741304831902,5.955854262824099,151.23694955836442,-10.69,-31.48,-17.066995188967947,5.958271561451357,151.23694955836442,-11.07,-31.96,-17.392929287277695,5.691827474546289,151.23694955836442,-12.68,-33.55,-18.597994587341407,5.640443244994137,-9.14
152.74931905394803,-10.22,-32.55,-15.280038120049074,5.832889506925363,152.74931905394803,-9.58,-31.84,-15.827647214322164,5.958665958081558,152.74931905394803,-10.97,-37.29,-17.584569652327648,5.943946500432182,152.74931905394803,-10.87,-37.12,-17.41599535337933,5.765847726050352,152.74931905394803,-12.39,-38.79,-18.61429492431392,5.744614869597439,-9.58
154.2768122444875,-10.38,-39.98,-15.597067515180392,5.933203182093125,154.2768122444875,-10.1,-39.42,-16.630310026389527,5.968860862844768,154.2768122444875,-11.27,-38.24,-18.174592174603127,5.95556882253912,154.2768122444875,-10.65,-37.36,-17.483557267586697,5.877618565371523,154.2768122444875,-12.02,-38.88,-18.692339717210537,5.877116639985973,-10.1
155.81958036693237,-10.78,-35.91,-16.121573781712502,5.9003135509903215,155.81958036693237,-10.63,-34.8,-17.26922061691891,5.949159604515582,155.81958036693237,-11.6,-32.91,-18.56701814729182,5.9396127819917695,155.81958036693237,-10.67,-31.98,-17.54944908868155,5.849589729203237,155.81958036693237,-12.01,-33.27,-18.74206783764549,5.837902020417952,-10.63
157.3777761706017,-10.68,-30.5,-16.08184722649204,5.564845011318823,157.3777761706017,-10.31,-29.65,-17.170789107160896,5.546755808578559,157.3777761706017,-11.44,-30.13,-18.58235823610117,5.750034782503492,157.3777761706017,-10.57,-29.34,-17.605238639555022,5.840188353126978,157.3777761706017,-11.96,-30.67,-18.88899104112902,5.9637572049841205,-10.31
158.95155393230772,-10.32,-30.03,-15.968269461166209,5.479324775919019,158.95155393230772,-9.91,-29.25,-17.04965061284187,5.459798531081527,158.95155393230772,-11.21,-31.68,-18.586437177216872,5.697903123079578,158.95155393230772,-10.39,-30.92,-17.6945433274075,5.929257963691579,158.95155393230772,-11.87,-32.37,-19.015398068110933,5.970242876131589,-9.91
160.54106947163083,-10.31,-30.65,-15.984955249127196,5.740087107352989,160.54106947163083,-9.91,-30.11,-17.184709398597324,5.942507888089001,160.54106947163083,-11.28,-33.69,-18.850185133489877,5.970016750395263,160.54106947163083,-10.41,-32.75,-17.838663828751198,5.964847022346842,160.54106947163083,-11.81,-34.26,-19.094505323444007,5.881377389693676,-9.91
162.14648016634712,-10.35,-35.2,-16.184897100220034,5.964570395258992,162.14648016634712,-10.49,-35.68,-18.09968445838531,5.935301171802489,162.14648016634712,-11.61,-40.52,-19.519010341197244,5.9757928344279145,162.14648016634712,-10.49,-39.26,-18.210506554104764,5.955501658130909,162.14648016634712,-11.55,-40.62,-19.239177787235512,5.977307085971072,-10.35
163.7679449680106,-11.42,-39.08,-16.577978488196162,5.4273474183987895,163.7679449680106,-10.93,-39.25,-18.822634144382715,5.960167782873231,163.7679449680106,-12.04,-41.04,-20.130712214287318,5.849529895641187,163.7679449680106,-10.49,-39.48,-18.479309651084964,5.9615518113994455,163.7679449680106,-11.44,-40.26,-19.557277112394285,5.961644068543509,-10.49
165.40562441769072,-11.76,-29.99,-16.287611412427864,5.4121160371891515,165.40562441769072,-11.39,-29.54,-19.044819074058847,5.886212704277685,165.40562441769072,-12.3,-31.04,-20.156799896534228,5.776798421271076,165.40562441769072,-10.82,-29.44,-18.493351429053774,5.736139816984937,165.40562441769072,-11.69,-30.32,-19.552823274245643,5.692969348239987,-10.82
167.05968066186762,-11.8,-25.96,-16.194283465476904,5.478421305449227,167.05968066186762,-11.45,-25.42,-19.316805171817933,6.0417629877379335,167.05968066186762,-12.3,-27.22,-20.20486332838644,5.829794164462412,167.05968066186762,-10.89,-25.69,-18.48932546669362,5.698920950495803,167.05968066186762,-11.63,-26.48,-19.52005996346148,5.62950264232996,-10.89
168.73027746848632,-11.22,-23.93,-16.18646023585658,6.006338318809554,168.73027746848632,-11.79,-24.32,-20.092827179010797,5.961115667389788,168.73027746848632,-12.17,-26.07,-20.400149632635628,5.968726832415771,168.73027746848632,-10.68,-24.46,-18.534312286309493,5.840761936596972,168.73027746848632,-11.41,-25.25,-19.523797066893835,5.725565474256669,-10.68
170.41758024317116,-11.96,-25.43,-16.00407758130058,5.437140792732888,170.41758024317116,-12.33,-25.69,-20.08601999338303,5.6848746688031735,170.41758024317116,-12.64,-27.7,-20.428317681955768,5.77517099313951,170.41758024317116,-11.0,-25.99,-18.495331985911214,5.651548460377919,170.41758024317116,-11.76,-26.79,-19.44133843705705,5.460897362155785,-11.0
