#524688Type;ESPI-3;
Version;2.92;
Date;22.Feb 21;
Mode;Receiver;
Start;200000000.000000;Hz
Stop;300000000.000000;Hz
x-Axis;LIN;
Detector;MAX PEAK;
Scan Count;1;
Transducer;;
Scan 1:
Start;200000000.000000;Hz
Stop;300000000.000000;Hz
Step;120000.000000;Hz
RBW;120000.000000;Hz
Meas Time;0.001000;s
Auto Ranging;OFF;
RF Att;30.000000;dB
Auto Preamp;OFF;
Preamp;20.000000;dB
LN Preamp;OFF;
TRACE 1:
Trace Mode;CLR/WRITE;
x-Unit;Hz;
y-Unit;dBuV;
Values;835;
200000000.000000;27.403603;
200120000.000000;28.565605;
200240000.000000;29.280998;
200360000.000000;28.041298;
200480000.000000;27.458374;
200600000.000000;26.743355;
200720000.000000;28.590973;
200840000.000000;29.119522;
200960000.000000;27.748314;
201080000.000000;28.046402;
201200000.000000;27.791206;
201320000.000000;28.210312;
201440000.000000;27.360329;
201560000.000000;27.880081;
201680000.000000;27.730949;
201800000.000000;29.006699;
201920000.000000;27.727165;
202040000.000000;29.116302;
202160000.000000;26.302101;
202280000.000000;28.370483;
202400000.000000;27.872650;
202520000.000000;28.445297;
202640000.000000;29.895508;
202760000.000000;27.809952;
202880000.000000;27.623711;
203000000.000000;27.655792;
203120000.000000;27.972466;
203240000.000000;28.993637;
203360000.000000;28.268768;
203480000.000000;27.466171;
203600000.000000;27.674828;
203720000.000000;27.748314;
203840000.000000;27.695351;
203960000.000000;25.940956;
204080000.000000;28.533272;
204200000.000000;29.159370;
204320000.000000;28.403427;
204440000.000000;27.268333;
204560000.000000;27.323174;
204680000.000000;28.547043;
204800000.000000;27.979080;
204920000.000000;27.444328;
205040000.000000;28.801323;
205160000.000000;27.277901;
205280000.000000;28.086403;
205400000.000000;27.097656;
205520000.000000;28.059509;
205640000.000000;27.922333;
205760000.000000;28.704559;
205880000.000000;27.376091;
206000000.000000;27.904564;
206120000.000000;26.652260;
206240000.000000;28.603287;
206360000.000000;27.533707;
206480000.000000;27.796463;
206600000.000000;27.333466;
206720000.000000;28.821350;
206840000.000000;27.604553;
206960000.000000;29.518639;
207080000.000000;29.786423;
207200000.000000;26.568840;
207320000.000000;27.900864;
207440000.000000;28.969421;
207560000.000000;27.800209;
207680000.000000;27.285858;
207800000.000000;28.218887;
207920000.000000;27.508148;
208040000.000000;30.274208;
208160000.000000;28.650330;
208280000.000000;28.491821;
208400000.000000;29.410919;
