#6227986Type;ESPI-3;
Version;2.92;
Date;08.Feb 21;
Mode;Receiver;
Start;30000000.000000;Hz
Stop;1000000000.000000;Hz
x-Axis;LIN;
Detector;MAX PEAK;
Scan Count;1;
Transducer;;
Scan 1:
Start;30000000.000000;Hz
Stop;1000000000.000000;Hz
Step;120000.000000;Hz
RBW;120000.000000;Hz
Meas Time;0.050000;s
Auto Ranging;ON;
RF Att;0.000000;dB
Auto Preamp;OFF;
Preamp;20.000000;dB
LN Preamp;OFF;
TRACE 1:
Trace Mode;CLR/WRITE;
x-Unit;Hz;
y-Unit;dBuV;
Values;8085;
30000000.000000;-0.301125;
30120000.000000;0.131470;
30240000.000000;0.353928;
30360000.000000;0.162376;
30480000.000000;0.216484;
30600000.000000;-0.405396;
30720000.000000;0.935364;
30840000.000000;0.152657;
30960000.000000;0.112526;
31080000.000000;0.075676;
31200000.000000;0.325943;
31320000.000000;1.942955;
31440000.000000;0.732834;
31560000.000000;1.007713;
31680000.000000;1.772339;
31800000.000000;0.297859;
31920000.000000;0.833366;
32040000.000000;0.245956;
32160000.000000;0.959900;
32280000.000000;1.157257;
32400000.000000;0.495834;
32520000.000000;0.651672;
32640000.000000;0.845528;
32760000.000000;1.107697;
32880000.000000;0.896599;
33000000.000000;-0.069214;
33120000.000000;2.177139;
33240000.000000;0.559380;
33360000.000000;0.996307;
33480000.000000;1.327782;
33600000.000000;0.748871;
33720000.000000;0.335464;
33840000.000000;1.392487;
33960000.000000;0.309105;
34080000.000000;0.951035;
34200000.000000;0.588257;
34320000.000000;0.311913;
34440000.000000;0.631126;
34560000.000000;0.951035;
34680000.000000;0.332664;
34800000.000000;0.956245;
34920000.000000;0.740860;
35040000.000000;0.880836;
35160000.000000;0.461128;
35280000.000000;1.661995;
35400000.000000;0.155518;
35520000.000000;1.618622;
35640000.000000;0.555557;
35760000.000000;-0.391380;
35880000.000000;0.566467;
36000000.000000;0.075676;
36120000.000000;0.658150;
36240000.000000;0.961464;
36360000.000000;0.661926;
36480000.000000;0.505173;
36600000.000000;0.095848;
36720000.000000;0.688858;
36840000.000000;0.248787;
36960000.000000;0.314720;
37080000.000000;-0.028236;
37200000.000000;0.040985;
37320000.000000;0.052559;
37440000.000000;0.788834;
37560000.000000;0.463882;
37680000.000000;0.690468;
37800000.000000;-0.208809;
37920000.000000;-0.139320;
38040000.000000;0.026489;
38160000.000000;0.131470;
38280000.000000;0.069901;
38400000.000000;1.299263;
38520000.000000;0.739792;
38640000.000000;1.161339;
38760000.000000;0.949471;
38880000.000000;0.058350;
39000000.000000;-0.064522;
39120000.000000;-0.016563;
39240000.000000;-0.385292;
39360000.000000;-0.373741;
39480000.000000;0.636536;
39600000.000000;0.264046;
39720000.000000;0.356720;
39840000.000000;0.210808;
39960000.000000;0.466644;
40080000.000000;0.328743;
40200000.000000;-0.290878;
40320000.000000;0.124016;
40440000.000000;1.082550;
40560000.000000;0.295052;
40680000.000000;0.377373;
40800000.000000;0.804237;
40920000.000000;1.296753;
41040000.000000;0.996307;
41160000.000000;0.324257;
41280000.000000;0.558289;
41400000.000000;1.692703;
41520000.000000;0.975517;
41640000.000000;0.541893;
41760000.000000;0.268562;
41880000.000000;0.255569;
42000000.000000;0.914436;
42120000.000000;0.983322;
42240000.000000;0.723740;
42360000.000000;0.026489;
42480000.000000;0.483177;
42600000.000000;0.186913;
42720000.000000;0.948425;
42840000.000000;0.593697;
42960000.000000;-0.217758;
43080000.000000;-0.376778;
43200000.000000;0.348335;
43320000.000000;0.846581;
43440000.000000;-0.245857;
43560000.000000;-0.350677;
43680000.000000;0.341064;
43800000.000000;1.821564;
43920000.000000;-0.007820;
44040000.000000;1.081009;
44160000.000000;0.679710;
44280000.000000;1.112823;
44400000.000000;0.068169;
44520000.000000;-0.335541;
44640000.000000;-0.259636;
44760000.000000;0.675400;
44880000.000000;-0.230896;
45000000.000000;0.106781;
45120000.000000;-0.298111;
45240000.000000;-0.473984;
45360000.000000;0.718376;
45480000.000000;-0.469063;
45600000.000000;0.566467;
45720000.000000;0.846581;
45840000.000000;0.176651;
45960000.000000;-0.024147;
46080000.000000;0.265739;
46200000.000000;-0.229698;
46320000.000000;-0.213577;
46440000.000000;-0.287872;
46560000.000000;0.625710;
46680000.000000;-0.170135;
46800000.000000;-0.067451;
46920000.000000;0.740860;
47040000.000000;0.462784;
47160000.000000;0.608360;
47280000.000000;-0.271645;
47400000.000000;0.140068;
47520000.000000;-0.160049;
47640000.000000;0.578461;
47760000.000000;0.608360;
47880000.000000;0.306297;
48000000.000000;0.417404;
48120000.000000;1.007713;
48240000.000000;1.152161;
48360000.000000;1.061974;
48480000.000000;0.507919;
48600000.000000;0.590981;
48720000.000000;0.261223;
48840000.000000;0.337151;
48960000.000000;1.196404;
49080000.000000;0.594780;
49200000.000000;0.389626;
49320000.000000;0.787239;
49440000.000000;0.803169;
49560000.000000;0.417404;
49680000.000000;0.056610;
49800000.000000;0.201141;
49920000.000000;1.106674;
50040000.000000;0.134338;
50160000.000000;0.207962;
50280000.000000;0.567558;
50400000.000000;0.266869;
50520000.000000;-0.124542;
50640000.000000;0.462784;
50760000.000000;0.029388;
50880000.000000;-0.108620;
51000000.000000;0.640862;
51120000.000000;0.422951;
51240000.000000;-0.748772;
51360000.000000;-0.107437;
51480000.000000;-0.180824;
51600000.000000;-0.296906;
51720000.000000;0.554466;
51840000.000000;0.528214;
51960000.000000;-0.277046;
52080000.000000;0.011963;
52200000.000000;0.547363;
52320000.000000;-0.437172;
52440000.000000;1.252014;
52560000.000000;-0.229698;
52680000.000000;-0.102722;
52800000.000000;0.111382;
52920000.000000;1.529266;
53040000.000000;-0.171913;
53160000.000000;0.513412;
53280000.000000;0.613785;
53400000.000000;0.593697;
53520000.000000;0.731766;
53640000.000000;-0.551788;
53760000.000000;-0.127502;
53880000.000000;0.902901;
54000000.000000;-0.144058;
54120000.000000;1.493065;
54240000.000000;0.233498;
54360000.000000;0.078560;
54480000.000000;-0.244659;
54600000.000000;0.440681;
54720000.000000;0.820137;
54840000.000000;-0.114510;
54960000.000000;0.053719;
55080000.000000;-0.304138;
55200000.000000;0.271385;
55320000.000000;-0.377998;
55440000.000000;0.052559;
55560000.000000;1.380081;
55680000.000000;-0.151161;
55800000.000000;-0.570412;
55920000.000000;0.122864;
56040000.000000;0.405197;
56160000.000000;0.743530;
56280000.000000;-0.006653;
56400000.000000;0.065285;
56520000.000000;1.087692;
56640000.000000;1.107697;
56760000.000000;0.361748;
56880000.000000;0.480423;
57000000.000000;-0.233887;
57120000.000000;-0.015396;
57240000.000000;0.076828;
57360000.000000;0.922287;
57480000.000000;0.987480;
57600000.000000;0.663544;
57720000.000000;1.117943;
57840000.000000;1.235367;
57960000.000000;1.072266;
58080000.000000;0.786171;
58200000.000000;0.491432;
58320000.000000;1.395958;
58440000.000000;0.738182;
58560000.000000;0.442337;
58680000.000000;1.096420;
58800000.000000;0.272514;
58920000.000000;0.528214;
59040000.000000;0.239166;
59160000.000000;-0.005493;
59280000.000000;0.680786;
59400000.000000;-0.236877;
59520000.000000;0.342743;
59640000.000000;-0.019478;
59760000.000000;0.940590;
59880000.000000;0.918625;
60000000.000000;0.271385;
60120000.000000;0.306297;
60240000.000000;-0.090950;
60360000.000000;0.253311;
60480000.000000;-0.337357;
60600000.000000;0.833366;
60720000.000000;-0.219543;
60840000.000000;0.425728;
60960000.000000;-0.266838;
61080000.000000;0.554466;
61200000.000000;-0.310165;
61320000.000000;0.032288;
61440000.000000;0.367332;
61560000.000000;1.591034;
61680000.000000;0.062393;
61800000.000000;0.493088;
61920000.000000;-0.028236;
62040000.000000;0.223297;
62160000.000000;0.468300;
62280000.000000;0.451736;
62400000.000000;0.219322;
62520000.000000;0.152657;
62640000.000000;-0.293892;
62760000.000000;-0.144058;
62880000.000000;0.802109;
63000000.000000;0.961464;
63120000.000000;0.156662;
63240000.000000;-0.151161;
63360000.000000;0.181213;
63480000.000000;-0.321030;
63600000.000000;-0.135185;
63720000.000000;1.055275;
63840000.000000;0.261223;
63960000.000000;0.635460;
64080000.000000;0.868729;
64200000.000000;0.638161;
64320000.000000;0.872940;
64440000.000000;0.883469;
64560000.000000;0.314720;
64680000.000000;0.337151;
64800000.000000;0.604561;
64920000.000000;-0.229698;
65040000.000000;0.833366;
65160000.000000;0.571922;
65280000.000000;0.138351;
65400000.000000;0.403526;
65520000.000000;0.363426;
65640000.000000;0.698532;
65760000.000000;0.370125;
65880000.000000;0.605652;
66000000.000000;0.031128;
66120000.000000;2.721504;
66240000.000000;0.997345;
66360000.000000;0.288292;
66480000.000000;1.436508;
66600000.000000;0.450630;
66720000.000000;0.750473;
66840000.000000;-0.431053;
66960000.000000;0.016617;
67080000.000000;0.439568;
67200000.000000;0.666245;
67320000.000000;0.458366;
67440000.000000;0.466644;
67560000.000000;-0.027069;
67680000.000000;0.628418;
67800000.000000;0.696915;
67920000.000000;0.409081;
68040000.000000;1.305779;
68160000.000000;0.979683;
68280000.000000;0.028229;
68400000.000000;1.100006;
68520000.000000;-0.126320;
68640000.000000;0.602936;
68760000.000000;0.822784;
68880000.000000;0.052559;
69000000.000000;0.302361;
69120000.000000;0.541893;
69240000.000000;-0.089775;
69360000.000000;0.023582;
69480000.000000;0.517250;
69600000.000000;0.222160;
69720000.000000;0.613785;
69840000.000000;-0.217758;
69960000.000000;0.646271;
70080000.000000;0.003242;
70200000.000000;-0.755119;
70320000.000000;0.217621;
70440000.000000;-1.006363;
70560000.000000;-0.464767;
70680000.000000;-0.417603;
70800000.000000;0.781921;
70920000.000000;0.448975;
71040000.000000;-0.421883;
71160000.000000;-0.031158;
71280000.000000;-0.707626;
71400000.000000;-0.364632;
71520000.000000;-0.099777;
71640000.000000;0.125732;
71760000.000000;-0.679253;
71880000.000000;-0.393211;
72000000.000000;-0.347649;
72120000.000000;0.391296;
72240000.000000;-0.324051;
72360000.000000;-0.039925;
72480000.000000;-1.208710;
72600000.000000;-0.275848;
72720000.000000;-0.795853;
72840000.000000;-0.368881;
72960000.000000;0.043877;
73080000.000000;-0.489365;
73200000.000000;0.421288;
73320000.000000;-0.473984;
73440000.000000;1.141960;
73560000.000000;-0.154121;
73680000.000000;0.006149;
73800000.000000;-0.127502;
73920000.000000;-0.379822;
74040000.000000;0.320335;
74160000.000000;1.205528;
74280000.000000;0.013710;
74400000.000000;0.895027;
74520000.000000;1.485710;
74640000.000000;1.025841;
74760000.000000;-0.160049;
74880000.000000;-0.120415;
75000000.000000;-0.056313;
75120000.000000;0.530952;
75240000.000000;1.419228;
75360000.000000;0.909195;
75480000.000000;0.892403;
75600000.000000;-0.241661;
75720000.000000;-0.089775;
75840000.000000;-0.093895;
75960000.000000;-0.327072;
76080000.000000;-0.277046;
76200000.000000;0.272514;
76320000.000000;0.551735;
76440000.000000;0.808479;
76560000.000000;0.905525;
76680000.000000;0.443443;
76800000.000000;-0.595314;
76920000.000000;0.651672;
77040000.000000;1.070724;
77160000.000000;0.678093;
77280000.000000;-0.118645;
77400000.000000;-0.456787;
77520000.000000;-0.469063;
77640000.000000;1.373627;
77760000.000000;1.409332;
77880000.000000;0.117126;
78000000.000000;0.236336;
78120000.000000;-0.110382;
78240000.000000;-0.105667;
78360000.000000;0.091240;
78480000.000000;0.543533;
78600000.000000;-0.875969;
78720000.000000;0.172653;
78840000.000000;-0.387123;
78960000.000000;0.935364;
79080000.000000;-0.177856;
79200000.000000;-0.334328;
79320000.000000;-0.236877;
79440000.000000;-0.896599;
79560000.000000;-0.774193;
79680000.000000;0.385727;
79800000.000000;1.559471;
79920000.000000;-0.126320;
80040000.000000;-0.447586;
80160000.000000;-0.201653;
80280000.000000;-0.685555;
80400000.000000;-0.238670;
80520000.000000;0.496933;
80640000.000000;-0.936707;
80760000.000000;0.056610;
80880000.000000;-0.516502;
81000000.000000;0.384056;
81120000.000000;0.173798;
81240000.000000;1.167442;
81360000.000000;0.279846;
81480000.000000;-0.490593;
81600000.000000;0.562103;
81720000.000000;0.784576;
81840000.000000;0.034027;
81960000.000000;0.363426;
82080000.000000;-0.382858;
82200000.000000;-0.356743;
82320000.000000;0.152657;
82440000.000000;0.310226;
82560000.000000;0.233498;
82680000.000000;0.151512;
82800000.000000;0.213646;
82920000.000000;0.756882;
83040000.000000;-0.541252;
83160000.000000;0.240295;
83280000.000000;-0.031158;
83400000.000000;1.111794;
83520000.000000;-0.171913;
83640000.000000;0.479324;
83760000.000000;0.409081;
83880000.000000;-0.459854;
84000000.000000;-0.057487;
84120000.000000;-0.180824;
84240000.000000;-0.538155;
84360000.000000;0.562103;
84480000.000000;-0.034081;
84600000.000000;-0.061592;
84720000.000000;0.195450;
84840000.000000;0.652756;
84960000.000000;0.068169;
85080000.000000;0.038086;
85200000.000000;0.195450;
85320000.000000;0.623001;
85440000.000000;0.507919;
85560000.000000;0.724808;
85680000.000000;0.193741;
85800000.000000;-0.657883;
85920000.000000;0.317528;
86040000.000000;-0.492439;
86160000.000000;1.306778;
86280000.000000;0.400749;
86400000.000000;-0.335541;
86520000.000000;-0.322243;
86640000.000000;0.003242;
86760000.000000;0.239166;
86880000.000000;-0.492439;
87000000.000000;0.400749;
87120000.000000;-0.437172;
87240000.000000;0.426834;
87360000.000000;-0.281860;
87480000.000000;-0.677994;
87600000.000000;-0.886925;
87720000.000000;-0.496758;
87840000.000000;0.141212;
87960000.000000;-0.845116;
88080000.000000;-0.232689;
88200000.000000;-0.925690;
88320000.000000;-0.758301;
88440000.000000;-0.458626;
88560000.000000;-1.040421;
88680000.000000;-0.750046;
88800000.000000;-0.665421;
88920000.000000;-0.821411;
89040000.000000;-0.117462;
89160000.000000;1.320290;
89280000.000000;0.198296;
89400000.000000;-0.214767;
89520000.000000;2.506523;
89640000.000000;0.006149;
89760000.000000;-0.504158;
89880000.000000;-0.335541;
90000000.000000;-0.044601;
90120000.000000;0.832314;
90240000.000000;-0.177856;
90360000.000000;0.306297;
90480000.000000;0.145790;
90600000.000000;-0.441460;
90720000.000000;-0.034081;
90840000.000000;0.230667;
90960000.000000;-0.152939;
91080000.000000;-0.527626;
91200000.000000;-0.462921;
91320000.000000;0.073944;
91440000.000000;-0.447586;
91560000.000000;1.202995;
91680000.000000;0.564835;
91800000.000000;-0.050461;
91920000.000000;-0.133408;
92040000.000000;1.037727;
92160000.000000;3.724670;
92280000.000000;1.635513;
92400000.000000;0.600220;
92520000.000000;0.923859;
92640000.000000;0.446213;
92760000.000000;0.173798;
92880000.000000;0.908142;
93000000.000000;1.524384;
93120000.000000;0.036926;
93240000.000000;1.514610;
93360000.000000;-0.626541;
93480000.000000;0.409081;
93600000.000000;-0.346436;
93720000.000000;0.023582;
93840000.000000;0.353928;
93960000.000000;-0.250648;
94080000.000000;0.434036;
94200000.000000;0.525475;
94320000.000000;0.331543;
94440000.000000;0.703896;
94560000.000000;-0.651604;
94680000.000000;1.144516;
94800000.000000;0.014870;
94920000.000000;-0.698158;
95040000.000000;-0.021233;
95160000.000000;-0.575386;
95280000.000000;-0.417603;
95400000.000000;0.799454;
95520000.000000;-0.007820;
95640000.000000;0.241997;
95760000.000000;-0.867607;
95880000.000000;0.517250;
96000000.000000;-0.439011;
96120000.000000;-0.277046;
96240000.000000;-0.133408;
96360000.000000;-0.579742;
96480000.000000;-0.187965;
96600000.000000;-0.373741;
96720000.000000;0.274208;
96840000.000000;-0.278854;
96960000.000000;-0.970490;
97080000.000000;-0.654739;
97200000.000000;0.540802;
97320000.000000;-0.473984;
97440000.000000;-0.946434;
97560000.000000;0.106781;
97680000.000000;-0.239868;
97800000.000000;-0.843834;
97920000.000000;-0.795853;
98040000.000000;0.788834;
98160000.000000;-0.496758;
98280000.000000;-0.808624;
98400000.000000;0.685089;
98520000.000000;0.352249;
98640000.000000;-0.295097;
98760000.000000;1.177612;
98880000.000000;0.205124;
99000000.000000;-0.088013;
99120000.000000;1.502373;
99240000.000000;-0.223724;
99360000.000000;0.909195;
99480000.000000;0.307419;
99600000.000000;1.804085;
99720000.000000;1.925720;
99840000.000000;-0.220741;
99960000.000000;1.052696;
100080000.000000;0.073944;
