(0.15, 140.11058562708394)
(0.1515, 140.20637128350808)
(0.153015, 140.15722033420656)
(0.15454515, 140.21060209827897)
(0.1560906015, 140.16706755230862)
(0.157651507515, 140.20941562555666)
(0.15922802259015, 140.15747627060136)
(0.160820302816052, 140.20886751505236)
(0.162428505844212, 140.217317880371)
(0.164052790902654, 140.2118454393892)
(0.165693318811681, 140.2181812616427)
(0.167350251999797, 140.22054261671065)
(0.169023754519795, 140.2217096907413)
(0.170713992064993, 140.22737627376188)
(0.172421131985643, 140.23181354713634)
(0.1741453433055, 140.17985473966147)
(0.175886796738555, 140.23013732687218)
(0.17764566470594, 140.237322242835)
(0.179422121353, 140.24132430490835)
(0.18121634256653, 140.18757743705044)
(0.183028505992195, 140.24187540720754)
(0.184858791052117, 140.23711775899542)
(0.186707378962638, 140.23888159157917)
(0.188574452752265, 140.18472106897252)
(0.190460197279787, 140.24233692147737)
(0.192364799252585, 140.22278318056453)
(0.194288447245111, 140.22269073630568)
(0.196231331717562, 140.17601069933556)
(0.198193645034738, 140.22058460094306)
(0.200175581485085, 140.22640078393783)
(0.202177337299936, 140.2141682488256)
(0.204199110672935, 140.2144473773882)
(0.206241101779665, 140.1571692460191)
(0.208303512797461, 140.16537613821416)
(0.210386547925436, 140.15469122276008)
(0.21249041340469, 140.20346921853758)
(0.214615317538737, 140.20207691159362)
(0.216761470714125, 140.19547331362304)
(0.218929085421266, 140.2037818535081)
(0.221118376275478, 140.20074976833482)
(0.223329560038233, 140.14885294823327)
(0.225562855638616, 140.14417000783249)
(0.227818484195002, 140.20004247739197)
(0.230096669036952, 140.20596953943289)
(0.232397635727321, 140.19899257494856)
(0.234721612084594, 140.2009291688895)
(0.23706882820544, 140.1501213079801)
(0.239439516487495, 140.15372150172618)
(0.24183391165237, 140.20124111248668)
(0.244252250768893, 140.2018861370656)
(0.246694773276582, 140.20416731876932)
(0.249161721009348, 140.2023426802496)
(0.251653338219442, 140.155984965463)
(0.254169871601636, 140.14991562790868)
(0.256711570317652, 140.1992174853694)
(0.259278686020829, 140.20044169934627)
(0.261871472881037, 140.19874918109156)
(0.264490187609848, 140.2013250916614)
(0.267135089485946, 140.14767440755367)
(0.269806440380806, 140.14879419582383)
(0.272504504784614, 140.19754439393222)
(0.27522954983246, 140.19394083413695)
(0.277981845330784, 140.1925178596676)
(0.280761663784092, 140.19327926224722)
(0.283569280421933, 140.14923862707036)
(0.286404973226152, 140.19362936674617)
(0.289269022958414, 140.19268443242603)
(0.292161713187998, 140.19576327772285)
(0.295083330319878, 140.1897488766164)
(0.298034163623077, 140.14606154390117)
(0.301014505259308, 140.1409349092055)
(0.304024650311901, 140.18922040498845)
(0.30706489681502, 140.19673358523684)
(0.31013554578317, 140.19977776611984)
(0.313236901241002, 140.196448697238)
(0.316369270253412, 140.19687708378717)
(0.319532962955946, 140.1958119370207)
(0.322728292585505, 140.14665621526342)
(0.32595557551136, 140.1198190481882)
(0.329215131266474, 140.17415273924792)
(0.332507282579139, 140.17594828598806)
(0.33583235540493, 140.17112733205173)
(0.339190678958979, 140.1748281531044)
(0.342582585748569, 140.1740695330679)
(0.346008411606055, 140.17280180791553)
(0.349468495722115, 140.1191355640443)
(0.352963180679337, 140.12017721915876)
(0.35649281248613, 140.17447966599673)
(0.360057740610991, 140.13624412238013)
(0.363658318017101, 140.13904169556332)
(0.367294901197272, 140.13410208507378)
(0.370967850209245, 140.13673450154712)
(0.374677528711337, 140.08661603812342)
(0.378424303998451, 140.08685472466348)
(0.382208547038435, 140.13840605452722)
(0.38603063250882, 140.1368769812884)
(0.389890938833908, 140.12999710173858)
(0.393789848222247, 140.15257623538446)
(0.397727746704469, 140.15631956881222)
(0.401705024171514, 140.1702513653724)
(0.405722074413229, 140.12655346620284)
(0.409779295157362, 140.13029389347577)
(0.413877088108935, 140.1371299684039)
(0.418015858990025, 140.1427166925276)
(0.422196017579925, 140.14380430217167)
(0.426417977755724, 140.15653941749036)
(0.430682157533281, 140.15966760379305)
(0.434988979108614, 140.16112679269605)
(0.4393388688997, 140.1653836890498)
(0.443732257588697, 140.16848137745114)
(0.448169580164584, 140.17483329602865)
(0.45265127596623, 140.17427495947857)
(0.457177788725892, 140.17727535276347)
(0.461749566613151, 140.18402851081527)
(0.466367062279283, 140.18793079806304)
(0.471030732902076, 140.19379752480503)
(0.475741040231096, 140.1917292577389)
(0.480498450633407, 140.188174939495)
(0.485303435139741, 140.18767650051987)
(0.490156469491139, 140.19488499709294)
(0.49505803418605, 140.19972406858065)
(0.500008614527911, 140.20001774330356)
(0.50500870067319, 140.19621751675461)
(0.510058787679922, 140.24696448376545)
(0.515159375556721, 140.24665612479464)
(0.520310969312288, 140.2436635872081)
(0.525514079005411, 140.25361379307415)
(0.530769219795465, 140.24801758831688)
(0.53607691199342, 140.24838907732487)
(0.541437681113354, 140.25263710550018)
(0.546852057924488, 140.246174882997)
(0.552320578503733, 140.2552988520328)
(0.55784378428877, 140.25687199223486)
(0.563422222131658, 140.26196630522276)
(0.569056444352974, 140.26113504291425)
(0.574747008796504, 140.25973488293957)
(0.580494478884469, 140.26256956378157)
(0.586299423673314, 140.26075808568865)
(0.592162417910047, 140.262886131274)
(0.598084042089147, 140.26658305389626)
(0.604064882510039, 140.26231224866387)
(0.610105531335139, 140.2692226643025)
(0.616206586648491, 140.2695901951763)
(0.622368652514975, 140.2767709390564)
(0.628592339040125, 140.2703369179303)
(0.634878262430526, 140.2739706219309)
(0.641227045054832, 140.27663183551914)
(0.64763931550538, 140.27556473401776)
(0.654115708660434, 140.2749941643018)
(0.660656865747038, 140.27493617673605)
(0.667263434404509, 140.27724468902085)
(0.673936068748554, 140.28000487104597)
(0.680675429436039, 140.28262037128263)
(0.6874821837304, 140.28070763475398)
(0.694357005567704, 140.280741844038)
(0.701300575623381, 140.28034907109415)
(0.708313581379614, 140.28613699391065)
(0.715396717193411, 140.28446034881406)
(0.722550684365345, 140.28171285484538)
(0.729776191208998, 140.28331730692568)
(0.737073953121088, 140.27570877915457)
(0.744444692652299, 140.27958423500127)
(0.751889139578822, 140.23036082266628)
(0.75940803097461, 140.22955821754235)
(0.767002111284356, 140.23327023084497)
(0.7746721323972, 140.2348622505092)
(0.782418853721172, 140.23243175163964)
(0.790243042258384, 140.23992360076005)
(0.798145472680967, 140.24230123829759)
(0.806126927407777, 140.2385660618956)
(0.814188196681855, 140.24262190060867)
(0.822330078648673, 140.295441530794)
(0.83055337943516, 140.29834474487643)
(0.838858913229512, 140.2951184730401)
(0.847247502361807, 140.29753567219322)
(0.855719977385425, 140.29478603866804)
(0.864277177159279, 140.29564177949436)
(0.872919948930872, 140.2978774036852)
(0.881649148420181, 140.29675228855584)
(0.890465639904383, 140.30044532081791)
(0.899370296303427, 140.25635864774023)
(0.908363999266461, 140.2577492734267)
(0.917447639259125, 140.25082424747816)
(0.926622115651717, 140.30210618473347)
(0.935888336808234, 140.30798434506042)
(0.945247220176316, 140.30091619395705)
(0.954699692378079, 140.30163539367004)
(0.96424668930186, 140.30352515591355)
(0.973889156194879, 140.3043351266315)
(0.983628047756828, 140.30565752460873)
(0.993464328234396, 140.3103928071322)
(1.00339897151674, 140.26471740569482)
(1.01343296123191, 140.26341559005547)
(1.02356729084423, 140.26100904068238)
(1.03380296375267, 140.30859111344694)
(1.0441409933902, 140.3119331216002)
(1.0545824033241, 140.30992636285487)
(1.06512822735734, 140.31637782416482)
(1.07577950963091, 140.3123796504131)
(1.08653730472722, 140.31667426132447)
(1.09740267777449, 140.3145016573484)
(1.10837670455224, 140.3055289235969)
(1.11946047159776, 140.2520461979109)
(1.13065507631374, 140.25304004746533)
(1.14196162707688, 140.30506440653625)
(1.15338124334764, 140.3038359546106)
(1.16491505578112, 140.2946796762322)
(1.17656420633893, 140.28507320290294)
(1.18832984840232, 140.28002884596614)
(1.20021314688634, 140.29210785250677)
(1.21221527835521, 140.2947893863274)
(1.22433743113876, 140.24046312395262)
(1.23658080545015, 140.237059503012)
(1.24894661350465, 140.24185630346315)
(1.2614360796397, 140.24351040628767)
(1.27405044043609, 140.28961437988966)
(1.28679094484045, 140.29502898591204)
(1.29965885428886, 140.28587634083857)
(1.31265544283175, 140.2871248995896)
(1.32578199726006, 140.28688484537864)
(1.33903981723266, 140.2858531178604)
(1.35243021540499, 140.28974621525896)
(1.36595451755904, 140.2303643159494)
(1.37961406273463, 140.2297013494196)
(1.39341020336198, 140.23100563984042)
(1.4073443053956, 140.28089882065512)
(1.42141774844955, 140.28392762541597)
(1.43563192593405, 140.28410157858917)
(1.44998824519339, 140.28955980609743)
(1.46448812764532, 140.2889527676915)
(1.47913300892178, 140.28616815248685)
(1.49392433901099, 140.2426739727959)
(1.5088635824011, 140.24675421313194)
(1.52395221822512, 140.24324238240092)
(1.53919174040737, 140.29114573419557)
