80,-8.74,18.028283334804787
80.8,-8.3,18.05813667021047
81.608,-7.79,17.981952063110388
82.42408,-7.26,17.975675230711087
83.2483208,-6.75,18.01008883931448
84.080804008,-6.18,18.018013209008366
84.92161204808001,-5.61,17.934862698108397
85.77082816856081,-4.92,18.031306109098143
86.62853645024641,-4.24,17.96631848765907
87.49482181474887,-3.49,18.071673967842603
88.36977003289637,-2.84,17.97576423966447
89.25346773322534,-2.29,17.926120606533917
90.14600241055759,-1.78,17.953657009088705
91.04746243466316,-1.37,18.05615130641079
91.9579370590098,-1.32,18.043782862803464
92.8775164295999,-1.4,17.95373220252547
93.80629159389589,-1.26,17.93250400808543
94.74435450983485,-1.15,18.025440355231268
